Gate_Type,VDD_V,Load_Cap_fF,Temperature_C,Transistor_Width_um,Fanout,Input_Slew_ps,Propagation_Delay_ps
OR2,0.9055478013003533,11.375547240568556,102.22402758932766,1.8572662739532264,5,51.98957163317261,66.06978132687887
OR2,0.8736716631294212,3.033368949985412,72.32131868843987,1.3803811675588382,2,102.37058318529611,8.39751304680564
OR2,1.149916672843636,16.781309224590757,86.77269240617943,1.870781259514515,1,23.177049533539673,42.429187482991864
NOR2,0.7109116983877447,28.427488405350072,70.63259238223985,0.8680117444574527,5,7.4888063799471025,216.6499239866063
XOR2,1.0318948430877946,43.03881078586911,114.40913692578455,1.9116704109560323,1,95.26251038634277,190.66488992669824
XOR2,1.1816972171067752,33.67944492547535,74.78691805143191,1.4412318090720326,2,13.60161451964802,112.93514614344083
INV,0.9800840917309209,22.33441984658782,109.18087090288189,0.19897084274736637,1,118.68033674248099,193.23167875832303
NOR2,1.1684112310165458,47.70288560531275,105.13520582702486,1.8249209238198192,3,82.60158940417894,186.90842173469662
AND2,0.7261289396430118,36.24301482821576,66.05048213483565,1.0308088809824019,2,91.64671667784214,248.4036453096939
NOR2,0.9093966595370806,46.57809494026495,48.0084491857475,0.9854147313823257,2,33.267443471954586,210.56247345727417
AND2,0.8300788954810255,26.85181069033612,65.6082132559771,1.1849572192417124,5,82.49452030076414,187.58850525027114
INV,1.065410482490365,13.68630946486384,107.62173757752201,0.4008429479299085,5,9.97029278432008,74.44944976682181
NAND2,1.1906485452486233,3.5885076318713773,47.76325358193924,1.0020321713067093,5,101.3499577912141,11.269621254053664
XOR2,0.8282650312221238,36.578157722708674,77.44363458577493,1.6825191674293618,3,24.50677069863083,184.23469574216574
INV,1.0270873007370371,6.943846902271172,105.60967479607474,0.14910702317852884,3,85.19617768588361,67.95670476474587
XOR2,0.79904881637987,15.835981285326392,60.34774751283788,0.633084261409818,4,30.815257641763758,147.5862730808182
OR2,0.9826651272858049,27.091074486310973,89.22096370026973,0.12461462251442713,2,12.872114483994915,333.69930146602144
NAND2,0.931966243344168,28.656412801207637,49.56315740488145,0.9015372612017148,5,60.37177303318035,163.3133628566733
NAND2,1.1860026648157684,30.428576652369664,35.92794453681599,1.4892331597282211,2,24.467914181370787,70.31605229796236
INV,1.0042636363482331,9.146511187135332,104.43842250928563,1.6216910387355015,1,88.88605865755322,27.658895969539497
NAND2,0.8747531860434093,19.60713283626079,34.89686234087068,1.8969567509187724,3,32.32007198910076,63.876684957979116
AND2,0.7570478924439666,31.242517128731368,52.138139507958456,1.2639886723850786,4,44.384343967120316,177.10531540774215
NAND2,0.7756234143674672,48.52112436705545,110.51094219974401,0.5986985093074434,1,70.25551389541438,354.37088855434587
XOR2,0.8126584649756174,36.653925747284745,59.64692870786672,1.857398144376994,2,37.77135192139083,163.6438891908383
XOR2,0.825483330670149,46.207584097603934,122.30453495141612,1.577593617295107,3,48.46863336414559,299.43488484334034
XOR2,1.1253080289205688,38.348390857394676,122.97343347738597,1.1999255480459117,5,98.79650366964447,284.5121885922224
XOR2,0.9806113941412624,29.99413147572762,51.82760204535567,1.4278036055515995,1,25.609132699517957,112.36234404739407
AND2,0.9616954556871832,10.409145087680884,29.097822224989045,1.8577147474139666,3,14.453182790422373,29.053176189257115
NOR2,0.7573844359346087,33.66759694273314,95.50632842053791,1.4593007735290926,2,42.761145290297215,174.1574426690744
OR2,1.1300698466747174,31.545598732035447,70.09865026483438,0.8125440742592999,2,53.80332820659599,151.03160536176864
INV,1.0614071516042418,30.520989352406055,35.07528439595763,1.4604930203035016,1,67.40581744570528,58.75391130348085
XOR2,0.7338341809500007,24.999507531423795,95.75228189780428,0.19572294594252918,1,47.82872506012581,405.4165742085354
NAND2,1.0539175486148844,26.904173595474504,28.11749091119212,0.8464612562414927,1,95.8398455256226,113.38120102353552
XOR2,0.9717691086713229,17.3876838287871,112.01966904922422,0.883887299869689,4,9.521741081874426,115.54077595321202
NAND2,0.7408626728733891,26.446321939472856,38.86525291133037,0.4336558807111692,5,54.65326689283417,261.2617525465706
OR2,0.9291503207643281,10.680239378245433,37.7311878746725,0.16340070343732793,3,48.95943018548653,128.92450391629552
OR2,0.9423481435650234,40.45354547065846,42.567229796858456,0.3707567248789565,2,79.47152644278879,339.9383103021553
OR2,0.7828872700816378,10.103070780236683,121.02663584920666,1.3506884120984635,2,116.12176896820054,79.45058900059867
NAND2,1.1728490735001411,5.163348204583855,94.3169360253846,1.6283029747637325,5,63.693171762319146,27.152479883421897
XOR2,1.124987685740331,22.376055291500712,105.13715354636368,1.9778225663267113,1,118.49083739829786,97.21305153890648
OR2,1.034511168664554,33.25706453579703,64.7634985732753,0.7711633858439693,1,39.75868041501771,151.9182509485877
AND2,0.9311477805003036,22.448124421743525,58.631272750495555,1.2468329378508711,2,8.549835242383017,81.41354218518418
NAND2,0.9058827707922542,14.560952465614122,48.44840067831699,1.8818325376124292,5,24.051264259787466,56.353046556192716
NAND2,1.0254867335754771,28.350388010631598,73.0648028312409,0.4340385489157269,2,50.43936174907524,175.07892938783283
XOR2,0.9727159347034526,18.003114435197798,80.18287335341685,1.469173702324356,1,41.378399556683505,72.0733517256782
NAND2,0.7311365529409428,46.71051681620502,88.17748436527553,1.5393600183204268,3,16.161225063088434,222.3661848660429
NAND2,0.9562513243851658,46.20961184057503,50.71185039986945,0.2872740074343561,1,54.755912384432435,327.5367977826909
OR2,1.1032018086164197,25.616219178632676,119.86540809029907,1.7391488441441623,3,43.883313740849715,97.77930862755645
XOR2,0.9296199387984789,17.066315706894667,41.975849820713584,1.6486374885683863,4,19.10121035260542,80.15197149073057
OR2,0.7259782887771342,37.11948828387531,121.56531747664123,0.18279765236557674,5,39.053470020369524,801.8993599538501
OR2,1.0931390996920165,2.798934230670265,26.48561225075038,0.29123869997449675,4,106.94014636586991,29.77077326441354
XOR2,0.8006818910679872,24.263681296138913,73.11256918168456,0.21235856051668234,1,39.73561953127412,315.6546747472038
INV,0.8293104174440193,17.47984631924634,58.336783811656275,0.749317839782801,5,87.10487367283594,109.73530294517451
OR2,0.7823531767161479,46.10625837002518,69.91234139302507,1.0774633024782612,1,75.3854141606419,263.03947021587294
AND2,0.8651075324357487,1.5881483363614446,82.06645789807891,1.1208137285547022,5,54.125833676962756,7.805619179305222
AND2,1.0783757528443174,28.087928910199103,68.5589158012709,0.6232135083665522,5,32.48794823242196,171.43068306061087
NAND2,0.9596929297519686,37.292515472264675,66.4846850301595,1.8338021467333152,1,47.43669042478373,92.75573891072125
AND2,0.8024406370753563,24.76588138867802,98.27234154133066,0.8123340449591967,1,73.09232954916992,165.69482688156134
NAND2,1.1389150390760203,5.184748477973361,93.58762750864646,0.2056342932148627,5,45.336619696175816,52.24993861666426
INV,1.1397909274757645,48.650608111367205,108.32712820358479,0.6844269696978064,5,29.71308986103666,211.66668515329698
XOR2,1.1352892125230034,26.3825111374288,49.99589812394956,1.1184857143830123,1,18.39321612253769,88.340603916422
XOR2,0.8193981056907695,31.095125971631557,85.95285097540636,0.8874570264658762,1,106.17319785960001,247.01114875351982
XOR2,0.925619672090494,12.593879352667859,83.51947853928539,0.6348239359066072,2,55.63599221146915,100.39864054311721
AND2,1.1924948280704375,24.691406170233385,61.973781087268875,0.36688770955691674,2,76.89895700043695,155.75306826706844
INV,1.086006238154995,22.02832510595777,73.60575419026809,1.660029260180912,2,61.397191530732606,53.97867648496331
AND2,0.7135837106127798,4.669896258097203,56.378214330572874,1.9927530551934807,4,105.3451496111658,27.05664673338903
AND2,0.732602295630246,6.201857323825894,39.18443976169852,0.7395392110248983,5,67.89750803154425,56.708354049390515
INV,0.9319656884061663,42.036153461319955,46.38012106627328,0.8374475630520153,3,60.28986306414804,165.17910833503504
INV,1.15461010293078,12.751177658122922,35.551364640120106,1.2819105463926792,4,111.32911389849696,41.70364278734335
INV,0.9693508989763571,10.552955303432897,93.30695751901241,1.4706699725028176,5,87.76430354521577,41.70887966910749
INV,0.9489062540171451,25.740661111256824,91.07273931091515,0.8570155254307515,3,17.828239344888594,99.8562841991102
XOR2,0.7527368499783152,38.668609436763134,120.06063715798729,1.8212674919258125,2,25.436013037633614,216.36258713047118
NOR2,1.028390052362147,4.035379410370408,97.96784136472412,1.1728074997503664,3,95.51912923803582,22.786421640656183
NOR2,1.1110515803001126,29.263588062274536,30.204583875613146,0.9667333436431502,1,101.12290193569474,114.89538177916498
INV,0.8902100037537811,6.841311699188095,113.42451739289542,1.3357447759406216,1,67.6969453453841,16.651850005325795
NOR2,1.0878059254626637,2.7865914904553044,111.26751629457257,1.9112712347084455,5,68.76235120466352,7.504665928533029
NOR2,1.1822383269504058,3.584453655948652,69.33203207726987,1.6137583135128062,4,77.67229072791612,11.946093495507345
INV,0.8018832295638445,41.87404130221363,83.58630505279216,0.19522468540603374,2,55.49831404250354,374.9524419037345
NOR2,0.9616648155973706,6.780651697775017,122.60783324725189,0.744742632191124,5,83.22289920064895,59.71156003917829
AND2,0.8435689790422878,3.2124168562023057,78.23043638481663,1.0046240077082986,2,17.475344620137804,18.56125088177901
NAND2,1.0964272095169196,22.4570944700027,115.53218283760897,0.7112930357531179,1,115.54711287224943,121.25653409528665
NAND2,0.9887966829405788,42.35568012515922,33.30387578101865,1.4363526143612582,4,91.267804736416,180.71883373921509
INV,1.0172912087751518,13.858010447975795,44.10518687086829,1.6733860017416522,4,77.58503346103579,36.843320438836415
XOR2,1.0989570798079469,21.663918258769904,69.07549434413178,1.4949287789483106,1,41.37703655609028,87.38732046939468
INV,0.8979852363312274,2.95620409562381,83.47568083373046,1.9799465792371573,3,23.509881057523852,13.398038659816645
XOR2,1.1575450342035216,23.004847192608917,106.62278518628003,0.6323895780388946,4,52.074440840328634,179.2670239425351
NAND2,0.96651443362307,29.30304095121955,123.82621151431869,1.7649802506459122,3,81.08132516601673,130.57981505580696
INV,0.778977411417674,28.974445633855094,63.885149647411644,1.561250610528034,2,77.87662049365775,91.94405131986154
OR2,1.0479495590844012,17.28890791654389,29.74156361400849,0.8008960642093146,4,49.00373283254072,91.4793819934136
AND2,1.096630675219127,16.46112585249364,105.11715032953248,1.500154142075101,1,75.52793529080992,55.45904963066231
NOR2,0.8583808385337632,6.224557327893296,85.4380719082808,0.31566279806630426,3,98.58105399026797,81.03517087731231
XOR2,1.1285896284993764,18.97311771166715,44.854285886820165,1.6039469468002383,2,8.022748818824812,54.5989607398953
OR2,1.1530716273828832,5.875238774775268,74.48284566214201,1.120781532863753,2,56.82142051198171,30.099814247837056
NOR2,0.8384522436889044,38.56320129089053,99.23102455337244,0.669505524693396,4,92.23385127368097,375.6999428505984
NOR2,1.191760736357611,48.347440589661105,102.04117870686437,1.3528613273542587,4,67.80661410328838,214.64852669185152
INV,0.7703557640243792,48.53364837666864,74.9618411998762,1.326245597583089,5,79.91975011184304,239.2151185839616
NOR2,0.801007834201245,43.3884838693943,55.521453012885914,0.5138340987128475,5,64.41778514961433,451.10023748285585
AND2,0.792112419619013,30.438815317641335,122.37425820384935,0.17714713984566913,4,119.06557263846577,674.8156123781147
OR2,1.146994855003935,35.342419164950115,91.33626109564929,0.9352104633751468,5,11.281476696239396,178.8622381716791
NOR2,1.027146276162481,14.97508433134029,65.82375193462987,1.1906823143675118,1,61.47015450382339,60.01365170765105
INV,0.7760521416111363,31.907750588458413,53.046322420465245,1.768017923336725,1,15.512903148169533,75.04259078499221
AND2,0.9201617091841745,23.326827922553996,98.11029830035622,1.8650475758174774,5,23.3753396430606,106.6448505809444
NAND2,1.007649012534901,24.61884964906969,49.21834455937677,1.1141538101347208,4,49.04941029810011,105.70854380923923
OR2,0.7417320424946916,38.13105145838274,42.17099889736882,1.5371505494848643,1,22.88711052255604,147.5840357618258
NOR2,1.1412081842036694,14.813999424265331,77.98338889620703,0.9458901519766342,2,115.82402408501487,74.95322788909571
INV,1.1018017677207674,16.583940973031474,53.99873926441418,1.5226344543570387,4,113.8808243233933,49.436141548167164
NAND2,0.952603386788319,46.307447765303195,87.8905144923615,0.5050268668856338,3,43.65260931536944,316.05568667338196
NAND2,1.1835633076295853,3.75499044769764,36.79386748742335,0.817601701430639,3,78.57098688433315,15.756575188714914
XOR2,0.9088804896375497,24.79608062225368,90.49411045673216,1.3123486377695956,4,66.3816318682854,179.53656575636452
AND2,1.192055159518249,45.72723921998522,53.32965279977022,0.15413697534130819,5,98.7925027593134,615.6246358919743
NOR2,1.0339599994018136,30.907787383089694,25.024293443451274,1.4782272634372335,1,77.15624512894836,93.35527028993987
INV,1.0173356366269708,27.773946636394474,37.69360576741764,1.6908067423841535,1,5.029032266414642,47.405603407563206
XOR2,0.7829774476478925,13.237464782238405,118.3615377835094,0.8703863228566286,4,92.76505434511996,152.7971933254442
AND2,1.140963879152322,17.820498964157967,111.73546391153579,0.9621317442930689,2,90.88753394905358,85.80811118664109
XOR2,0.9137448439603075,42.75037237442995,48.360903203623685,1.7204105589670782,5,63.61811114014532,251.3516673708797
OR2,0.7811167028912396,28.401688456654448,102.83719045454912,1.5782307144129426,2,108.83568192180118,176.1672881168425
AND2,0.7063037599878794,26.222367494082214,85.85715931739742,0.661721039382745,4,109.47131365439618,305.8730720176986
AND2,0.9798778418191912,5.8794059634614175,122.09047114498695,0.7290750803356932,4,65.24984282100567,40.39817308461941
NOR2,0.9636998110613382,1.7853796663010328,62.36056595340591,1.3962910768943215,2,74.91864658760183,5.263499300487776
AND2,1.0596768111845791,48.220574245665404,93.14606125171713,1.178812413802543,3,119.60003827133733,265.41709171410633
XOR2,1.1451290265089011,19.47232219705524,31.35357224239186,0.4249915936614142,4,39.364327003313015,152.9626936655397
AND2,0.7397032923215148,30.55744004287571,64.62473468164059,0.7026682293508328,5,42.3309828658199,266.3991765050103
NOR2,1.0657482451701812,4.906038586176964,121.38176611881805,1.8119685605318696,2,26.018998806302083,17.802258157822017
NOR2,0.7937059720487911,34.47260000042928,78.89808744501205,1.4137679410378552,3,108.02469800315481,218.49203809570204
OR2,1.129088526578582,46.695768726592085,53.78795033348446,1.9736317172487765,2,90.61616484416562,154.4118999564771
XOR2,1.109531756930828,29.207597396873563,37.027096312860685,1.5619835563638464,3,17.148927620077817,100.14914380694886
NAND2,0.9703968774927721,7.1796507963951175,95.35283401815305,1.8909119324299495,3,117.90324538776605,34.16508773698623
NAND2,1.0551213993116557,29.50435484620036,89.48560434297268,0.5264345188764937,5,89.06059643852835,245.22073740250931
AND2,0.8571750565918741,38.55101344212797,62.39387136037746,1.5703915646558202,4,102.81004260457208,210.3273890877034
OR2,0.9355839494664073,20.914410292126913,120.09413518658343,0.15800893787785916,3,10.537340754918107,286.65800550376986
INV,1.1108184488552357,44.112049649131926,27.220281298785032,1.3810288408176836,4,63.07050567834928,111.46064203407626
AND2,0.929632598586607,32.78546471451086,55.37238516318258,1.0022506828660538,5,85.33880297360952,217.30071834994345
OR2,0.8788991326627209,45.06319699617092,117.10694862995814,0.771908935209729,4,67.43885722576175,387.0260136012517
XOR2,0.94710622362515,31.551760251119525,57.09354383194404,1.7413201823110074,1,81.66445855541691,130.91263554761704
XOR2,1.114124626218609,7.4331106282363875,50.22528338551704,1.7260232621961575,3,99.05551731290434,38.401138486345104
XOR2,0.8676040236854363,16.174893844154266,78.42204099312472,0.16192720520944992,5,48.04876224042256,336.7074544252651
XOR2,0.7868807965678719,10.88795246437039,107.3801749920538,1.2658696302049302,2,102.59689769615161,82.93229516877147
XOR2,1.0560070101653904,45.53249838812625,35.314676087836105,0.811524581723398,5,23.735352048008433,287.273675143878
OR2,1.112989106354041,38.25960329708665,119.30207096457362,0.9014426828208444,3,36.1518963280331,191.40391919326555
OR2,0.7503187392617666,34.1435200765903,104.5072881181164,1.6842365897312987,5,9.984746291642464,202.46116892352123
NOR2,0.8199370563779723,15.747349661949462,43.1250255551552,0.7024987704720351,2,46.90908330355388,90.9278693049669
NAND2,0.7709859948804969,10.018193830460463,96.20079611981626,1.8929317639987258,1,48.689597654773834,38.75524836258672
XOR2,0.8739707057910833,38.06610331145668,63.495872263755714,0.4577115935796246,3,97.60611867883385,438.94227007625574
INV,0.9251754894527062,24.233739348074902,65.22946780763186,1.365918155932174,3,80.11002708331044,77.11877608103659
OR2,1.0744131684816531,12.063688055380828,103.32900924388665,1.3835575259858777,5,55.223094187901665,61.30052614754453
INV,1.025573792440837,31.214476930098478,121.27848079807322,0.5941269034844862,4,79.99310754173105,175.80940818565483
INV,1.0104642837392155,2.9763587547841466,37.66558728471939,0.7305311448583397,4,11.070085309304483,10.257122790942413
INV,0.8761874733048272,16.98234245228442,67.06302368788194,1.689421166050288,2,25.73122664211325,45.24009795239242
NOR2,1.1207237765423799,23.959292734965597,73.09416080843036,1.5521938793153105,1,77.09900335280183,85.52372900535664
OR2,0.9356435836990822,8.249958371360886,62.63118169549976,0.738700254991748,1,78.75718421090976,46.23213198265149
INV,1.1895524690075772,49.24806940195114,61.3189123716225,1.1238383082376757,5,94.02548575135413,172.83244503236224
XOR2,1.0170710691478684,11.245770864891098,30.226866756159655,0.23595895695581945,5,51.344972291164254,149.2109092240628
AND2,0.7631323707822513,7.387303372120011,93.55386205626233,0.512442258909423,4,88.09372111085797,83.37458487077403
INV,1.0380887810377168,10.973208820457923,68.62144171200454,1.0333426506575503,1,83.65773824442178,28.50785915395567
NOR2,0.8625520077158495,38.683995524826486,44.479380264392674,0.28163062232491776,1,115.79023851253264,403.56606776715387
OR2,1.0431635983430487,21.8497773043203,106.60335023020684,1.7054648271968424,1,29.739976038838105,69.09019107951167
NOR2,0.7348205740812028,28.70538104787436,105.25607481516279,1.469851675002378,2,68.44314983155354,171.36498345288857
INV,0.7874407185879797,2.0294486923316764,73.63916280888938,1.89403130081917,2,74.20291084270397,1.0
OR2,1.1278686294528932,2.6871341200924133,54.84506611477605,1.423717783212371,5,119.84450676743539,12.27166338534487
AND2,0.8135897785117574,22.84545194152379,88.80927257964524,1.8879545798529087,4,28.136176349164945,112.18571231867944
INV,1.11852056262147,41.01610691687955,53.81521357774031,1.1624836046990141,3,65.1700722962386,115.88708098026927
NOR2,0.8396380442272051,44.376705056670694,48.6007930323712,1.2484109887965025,4,44.81131038706847,238.56915537906968
NAND2,1.0214409550293537,5.248621812186371,98.05146540263266,1.9567055826973703,2,65.47769138658498,22.603683440267936
XOR2,1.0470752867549153,27.379792002950115,29.03252397209507,1.3272027961048094,2,31.694789241857183,97.41437514564183
NOR2,0.9563273765725264,45.748254627684254,34.4768471034594,0.1778787494582036,5,10.475423519161133,523.3797606791937
OR2,0.8526553383483656,20.01066496549643,25.678817402358977,1.4807492200653838,3,70.84502719823422,103.20852600332258
INV,0.806322188185548,41.64872573999006,40.29431864754262,1.8222811412183413,1,43.623246323995694,94.55672240949438
XOR2,0.7165946772812131,7.551087065572374,31.899000871045946,1.6156908696133339,3,25.92326120106987,40.92397037396376
INV,0.8519732006203619,46.834329993722136,124.58023677799186,1.2176065525357944,3,42.25259009897388,189.87229601084513
OR2,1.0265813952656415,37.81974255903383,53.88099699540896,1.3820506046158105,3,10.667223166490666,139.7169631398276
INV,1.1691524092242414,47.12538524655818,39.92680126692473,1.9815605637931428,5,114.30085692036188,120.34412739753121
NAND2,1.1356022411315259,34.154244444072816,49.09962579959179,0.29044472639755603,2,71.83201022192495,233.8356995468894
XOR2,1.0830323882676511,18.806792667971923,118.61255715401346,1.3744202778304901,1,98.69839835490785,103.04733715364179
XOR2,1.0942236716266494,46.9708774537114,77.01602230243957,0.6527876657927164,3,53.658592717988995,326.15965759647855
OR2,1.0324924517379976,14.502772039149745,61.48180963078569,1.3233699455819996,1,108.88118677011136,59.27651544077503
NAND2,0.8301434287830014,17.276453581024896,112.33914579092193,1.2623323226618048,3,60.581595478509136,96.09087960728804
NOR2,1.153597515352915,35.33961248208528,64.49902705490325,0.40849884436334466,2,71.00371205307698,233.24101330009822
INV,1.035366155952917,38.50049867674393,58.50085699576958,0.5086836939916496,1,61.556307707205534,138.44331109174937
AND2,0.9802203154902199,46.54077070860854,45.728252254973555,1.2886636067212414,4,89.32700402477994,220.47740402534052
INV,0.7554947346067404,11.035318043754266,62.77968239094115,0.3610723009310953,2,70.16544892423717,78.22125241621596
INV,0.9235277719032127,40.10190372574198,56.6684356016926,0.6185400452450069,1,36.23387621174574,144.20999384835395
NOR2,0.9301791356009631,37.18875661645121,92.73039592981411,1.6902616297474444,3,21.737046102104323,146.42963649741574
INV,1.132281804761335,4.125933256426295,53.95827046707271,0.7349320312830806,3,74.70430472154244,12.247090379945869
NAND2,0.9733241100938942,19.97393391930014,82.71997464225615,1.0375530937869661,2,61.255695577909165,87.9994250271503
NAND2,0.8902002744852048,14.85550739594483,31.58921650319727,1.8893438300741796,2,16.037205120052988,46.08884246668829
XOR2,1.1884001642553297,15.92003079334749,44.128915669651434,0.547040287013459,3,50.49600856622587,98.77679909476264
OR2,0.7553602966631578,49.16439709818034,65.74052716113488,0.8524969126330595,1,64.19928853005216,312.9631974756473
AND2,0.9112742141559722,32.49609326051647,118.69492539086954,1.2601406180218657,4,100.09272188994285,215.52407889488384
INV,0.7210123375857026,36.16613173188148,62.72519857156954,1.5400371874674676,5,13.75162142083667,132.2886797293424
INV,1.0699520603834651,48.85426422843545,91.4074121199834,1.8151083670198855,2,45.07696504829033,110.45220322467922
NOR2,1.1590382760995752,19.482887340424295,50.50872224213981,1.8410892166382085,3,99.60545411169431,75.020603397746
OR2,0.8400186647752447,40.29016825418749,37.703357597323176,1.580083339820531,1,79.56875215373155,166.7265662013278
NAND2,1.1291708383995605,22.292017201920274,30.85366000800501,0.5492619727954235,2,38.34520700743548,85.98689004484402
AND2,0.8461091152309488,43.607149918934006,55.54134985427513,0.1666415404800237,1,102.21353903260388,565.9136479083955
XOR2,1.1553850808219575,9.852219524253856,40.766102679690796,0.8414949890685727,2,61.72876176470962,49.725977989551396
NAND2,1.076980951798392,47.4366226761497,42.40104480161242,0.38611183985710784,3,62.31046750070296,308.1601301528023
OR2,1.1024533884207193,11.719813712133105,101.075930838695,1.4555287771840002,1,117.3075440080442,42.00810168259485
XOR2,0.7090032778002272,16.984804842065646,26.583807094487423,1.3629255032323475,3,113.91839787218352,127.05729841911555
NOR2,1.181405178537013,38.053419471232246,80.78101257354345,0.2026666862483351,1,46.23125858753205,296.0709591728077
NOR2,1.0633354960351615,20.294001936704927,62.94613805934648,1.692796304766188,2,21.166599796254467,59.06293254706508
INV,0.8523755476930666,30.802357461555886,75.65499999085472,0.5876373406274227,5,42.451674211980816,175.21877124195854
OR2,1.1146973324294234,22.784101552401996,81.2830237214603,0.9325869019231593,5,8.505574935809625,116.59477690027916
AND2,0.8407605992074649,37.37612691739931,56.33676944572782,1.3757154226567956,4,7.3883069716949885,164.53165002719442
XOR2,1.136376919783064,12.188231366061931,54.51088601842853,0.9273073192822362,4,50.48504566891321,65.70470665332392
NAND2,0.7562901952059684,3.8644413746069732,98.34018493349058,0.9496210692638936,3,113.21727961018193,31.490153179010353
OR2,1.0518429887303977,15.696540476180246,112.12769881211571,0.24338063123119189,1,105.2060942417039,163.64234674359886
OR2,0.9703492383224551,24.241124578553084,44.258163245852785,0.8747138726088071,4,63.81592590052665,146.24040584844062
NOR2,0.7482672350977204,9.23298255744125,34.7618760535149,1.5579140392535689,2,70.00103383464553,36.40313216758065
INV,0.8209469141294194,18.385067193163046,114.77958063920259,1.8405315139108036,5,5.682352125796495,55.098496554241095
INV,0.7062020181386574,20.59916789638486,59.989546364739866,0.8973746176791388,1,29.78263292088303,74.94736540434562
XOR2,0.9343839827322529,3.8122003407254037,80.13173906628141,0.9163413545326682,5,7.849024597454131,23.69232250713745
NOR2,0.8506326303800001,29.582055161026023,60.95431445200035,1.4409389598884659,1,91.77204625996957,134.22399894296382
OR2,0.9991787421488794,44.33282797059309,37.58023363460513,1.89241136207792,4,21.74926654304724,150.15570151839015
